param_classifier__var_smoothing,mean_test_score,std_test_score,rank_test_score
1e-12,0.48789305659277743,0.08241283397503635,1
1e-11,0.48789305659277743,0.08241283397503635,1
1e-10,0.48789305659277743,0.08241283397503635,1
1e-09,0.48789305659277743,0.08241283397503635,1
1e-08,0.48789305659277743,0.08241283397503635,1
1e-07,0.48789305659277743,0.08241283397503635,1
1e-06,0.48789305659277743,0.08241283397503635,1
1e-05,0.48601841199846046,0.08080589959348362,8
